Purranque,21080,30,142.3,4,19.0,4,19.0
Puyehue ,11787 ,6 ,50.9 ,0 ,0.0 ,0 ,0.0 
Queilen ,5543 ,0 ,0.0 ,0 ,0.0 ,O ,0.0 
Quellon ,29309 ,1 ,3.4 ,0 ,0.0 ,O ,0.0 
Quemchi ,8783 ,0 ,0.0 ,O ,0.0 ,O ,0.0 
Quinchao ,8298 ,1 ,12.1 ,O ,0.0 ,O ,0.0 
Rio Negro ,14275 ,25 ,175.1 ,8 ,56.0 ,8 ,56.0 
San Juan de la Costa ,7639 ,34 ,445.1 ,7 ,91.6 ,7 ,91.6 
San Pablo ,10553 ,10 ,94.8 ,1 ,9.5 ,1 ,9.5 
Total ,891440 ,630 ,70.7 ,97 ,10.9 ,97 ,10.9 
