Papudo,,6201,104,1677.1,3,48.4,15,241.9,15,241.9
Petorca ,& ,10558 ,116 ,1098.7 ,1 ,9.5 ,21 ,198.9 ,21 ,198.9 
Puchuncavi ,& ,20071 ,179 ,891.8 ,4 ,19.9 ,10 ,49.8 ,10 ,49.8 
Putaendo ,& ,17645 ,240 ,1360.2 ,6 ,34.0 ,20 ,113.3 ,20 ,113.3 
Quillota ,& ,97572 ,1746 ,1789.4 ,39 ,40.0 ,135 ,138.4 ,134 ,137.3 
Quilpue ,& ,167085 ,1752 ,1048.6 ,42 ,25.1 ,126 ,75.4 ,125 ,74.8 
Quintero ,& ,36135 ,433 ,1198.3 ,11 ,30.4 ,7 ,19.4 ,7 ,19.4 
Rinconada ,,11263 ,173 ,1536.0 ,4 ,35.5 ,0 ,0.0 ,O ,0.0 
San Antonio ,& ,96761 ,1345 ,1390.0 ,37 ,38.2 ,64 ,66.1 ,64 ,66.1 
San Esteban ,& ,20643 ,233 ,1128.7 ,4 ,19.4 ,14 ,67.8 ,14 ,67.8 
San Felipe ,& ,83494 ,1224 ,1466.0 ,28 ,33.5 ,132 ,158.1 ,132 ,158.1 
Santa Maria ,,16367 ,251 ,1533.6 ,5 ,30.5 ,19 ,116.1 ,19 ,116.1 
Santo Domingo ,& ,11934 ,147 ,1231.8 ,2 ,16.8 ,1 ,8.4 ,1 ,8.4 
Valparaiso ,& ,315732 ,4603 ,1457.9 ,98 ,31.0 ,405 ,128.3 ,404 ,128.0 
Villa Alemana ,& ,139310 ,1665 ,1195.2 ,22 ,15.8 ,117 ,84.0 ,116 ,83.3 
Vina del Mar ,& ,361371 ,4250 ,1176.1 ,113 ,31.3 ,341 ,94.4 ,337 ,93.3 
Zapallar ,,7994 ,87 ,1088.3 ,3 ,37.5 ,12 ,150.1 ,12 ,150.1 
Desconocido ,& ,- ,398 ,- ,0 ,- ,39 ,- ,39 ,- 
Total ,,1960170 ,26017 ,1327.3 ,598 ,30.5 ,2168 ,110.6 ,2153 ,109.8 
