,21477,12,55.9,3,14.0,3,14.0,00,0,2,1,2,1,1,3,2,0
,96774 ,211 ,218.0 ,68 ,70.3 ,68 ,70.3 ,0 7 ,31 ,45 ,28 ,13 ,5 ,5 ,13 ,42 ,22 
,8125072 ,17925 ,220.6 ,8273 ,101.8 ,8243 ,101.5 ,9 59 ,321 ,936 ,1009 ,1222 ,1517 ,2149 ,3846 ,5828 ,1027 
