Region,Poblacion,Confirmados,Tasaincidencia
Aisen ,25002 ,4 ,16.0 
Chile Chico ,5121 ,- ,19.5 
Cisnes ,5828 ,- ,0.0 
Cochrane ,3685 ,- ,0.0 
Coyhaique ,61210 ,- ,1.6 
Guaitecas ,1599 ,- ,0.0 
Lago Verde ,920 ,- ,0.0 
O'Higgins ,661 ,- ,0.0 
Rio lbanez ,2699 ,- ,0.0 
Torte ,572 ,- ,174.8 
Total ,107297 ,7 ,6.5 
