24-03-2020,329,7,1,286,7,1
25-03-2020 ,340 ,3 ,6 ,358 ,3 ,2 
26-03-2020 ,345 ,4 ,1 ,380 ,4 ,1 
27-03-2020 ,353 ,5 ,5 ,384 ,5 ,1 
28-03-2020 ,322 ,7 ,1 ,273 ,7 ,4 
29-03-2020 ,284 ,9 ,3 ,300 ,9 ,1 
30-03-2020 ,383 ,12 ,1 ,371 ,12 ,4 
31-03-2020 ,329 ,9 ,1 ,355 ,9 ,1 
01-04-2020 ,473 ,4 ,6 ,352 ,4 ,1 
02-04-2020 ,384 ,10 ,6 ,440 ,10 ,3 
03-04-2020 ,389 ,8 ,3 ,427 ,8 ,
04-04-2020 ,379 ,10 ,3 ,321 ,10 ,
05-04-2020 ,338 ,16 ,8 ,240 ,16 ,1 
06-04-2020 ,422 ,50 ,9 ,464 ,50 ,
07-04-2020 ,381 ,47 ,3 ,500 ,47 ,1 
08-04-2020 ,401 ,23 ,1 ,471 ,23 ,2 
09-04-2020 ,429 ,42 ,,433 ,42 ,
10-04-2020 ,450 ,19 ,2 ,250 ,19 ,
11-04-2020 ,337 ,30 ,2 ,290 ,30 ,1 
12-04-2020 ,371 ,29 ,1 ,210 ,29 ,2 
13-04-2020 ,548 ,70 ,5 ,563 ,70 ,
14-04-2020 ,488 ,57 ,,505 ,57 ,3 
15-04-2020 ,614 ,61 ,3 ,573 ,61 ,1 
16-04-2020 ,564 ,65 ,1 ,583 ,65 ,
17-04-2020 ,572 ,62 ,3 ,543 ,62 ,2 
18-04-2020 ,527 ,38 ,2 ,440 ,38 ,1 
19-04-2020 ,510 ,35 ,2 ,330 ,35 ,1 
20-04-2020 ,928 ,145 ,13 ,611 ,145 ,
21-04-2020 ,687 ,105 ,5 ,616 ,105 ,4 
22-04-2020 ,784 ,80 ,4 ,712 ,80 ,3 
23-04-2020 ,842 ,71 ,3 ,732 ,71 ,6 
24-04-2020 ,1038 ,89 ,8 ,738 ,89 ,1 
25-04-2020 ,1036 ,61 ,12 ,515 ,61 ,3 
26-04-2020 ,1052 ,74 ,12 ,432 ,74 ,2 
27-04-2020 ,1688 ,82 ,21 ,1167 ,82 ,6 
28-04-2020 ,1633 ,137 ,24 ,1339 ,137 ,15 
29-04-2020 ,1621 ,170 ,20 ,1596 ,170 ,5 
30-04-2020 ,1949 ,130 ,21 ,1699 ,130 ,13 
01-05-2020 ,2823 ,49 ,56 ,1113 ,49 ,9 
02-05-2020 ,2560 ,87 ,50 ,1553 ,87 ,4 
03-05-2020 ,2724 ,84 ,50 ,1575 ,84 ,27 
04-05-2020 ,3697 ,185 ,50 ,2917 ,185 ,33 
05-05-2020 ,3366 ,291 ,43 ,3064 ,291 ,32 
06-05-2020 ,3359 ,276 ,49 ,3072 ,276 ,44 
07-05-2020 ,3563 ,256 ,31 ,3330 ,256 ,43 
08-05-2020 ,4054 ,314 ,51 ,3448 ,314 ,19 
09-05-2020 ,3829 ,160 ,42 ,2608 ,160 ,13 
10-05-2020 ,4227 ,108 ,67 ,2047 ,108 ,11 
11-05-2020 ,5180 ,425 ,71 ,5078 ,425 ,35 
12-05-2020 ,4633 ,326 ,60 ,4661 ,326 ,53 
13-05-2020 ,4153 ,242 ,67 ,4052 ,242 ,46 
14-05-2020 ,4047 ,299 ,85 ,4122 ,299 ,51 
15-05-2020 ,5219 ,412 ,95 ,3940 ,412 ,60 
16-05-2020 ,4552 ,454 ,71 ,3047 ,454 ,30 
