Comuna,Poblacion,NumerodeCasosConfirmados,Tasaincidenciaacumulada,NumerodeFallecidos,TasadeMortalidad,NumerodeCasosActuales,TasadeIncidenciaActual,NumerodeCasosActivos,TasadeIncidenciaActivos
Arica ,& 247552 ,3123 ,1261.6 ,33 ,13.3 ,819 ,330.8 ,818 ,330.4 
Camarones ,1233 ,13 ,1054.3 ,0 ,0.0 ,12 ,973.2 ,12 ,973.2 
General Lagos ,810 ,O ,0.0 ,O ,0.0 ,O ,0.0 ,O ,0.0 
Putre ,2515 ,28 ,1113.3 ,O ,0.0 ,15 ,596.4 ,15 ,596.4 
Desconocido ,& - ,5 ,- ,O ,- ,3 ,,3 ,- 
Total ,252110 ,3169 ,1257.0 ,33 ,13.1 ,849 ,336.8 ,848 ,336.4 
