Papudo,&,6201,71,1145.0,1,16.1,2,32.3,2,32.3
Petorca ,& ,10558 ,67 ,634.6 ,1 ,9.5 ,6 ,56.8 ,6 ,56.8 
Puchuncavi ,& ,20071 ,144 ,717.5 ,4 ,19.9 ,6 ,29.9 ,6 ,29.9 
Putaendo ,& ,17645 ,193 ,1093.8 ,5 ,28.3 ,12 ,68.0 ,12 ,68.0 
Quillota ,& ,97572 ,1209 ,1239.1 ,27 ,27.7 ,96 ,98.4 ,96 ,98.4 
Quilpue ,& ,167085 ,1278 ,764.9 ,30 ,18.0 ,103 ,61.6 ,103 ,61.6 
Quintero ,& ,36135 ,344 ,952.0 ,8 ,22.1 ,32 ,88.6 ,32 ,88.6 
Rinconada ,& ,11263 ,157 ,1393.9 ,4 ,35.5 ,16 ,142.1 ,16 ,142.1 
San Antonio ,& ,96761 ,1168 ,1207.1 ,31 ,32.0 ,76 ,78.5 ,76 ,78.5 
San Esteban ,,20643 ,197 ,954.3 ,2 ,9.7 ,27 ,130.8 ,27 ,130.8 
San Felipe ,& ,83494 ,1012 ,1212.1 ,23 ,27.5 ,42 ,50.3 ,41 ,49.1 
Santa Maria ,& ,16367 ,205 ,1252.5 ,5 ,30.5 ,24 ,146.6 ,24 ,146.6 
Santo Domingo ,& ,11934 ,138 ,1156.4 ,1 ,8.4 ,4 ,33.5 ,4 ,33.5 
Valparaiso ,& ,315732 ,3310 ,1048.4 ,76 ,24.1 ,337 ,106.7 ,337 ,106.7 
Villa Alemana ,& ,139310 ,1206 ,865.7 ,16 ,11.5 ,99 ,71.1 ,99 ,71.1 
Vina del Mar ,& ,361371 ,3179 ,879.7 ,81 ,22.4 ,255 ,70.6 ,254 ,70.3 
Zapallar ,& ,7994 ,57 ,713.0 ,2 ,25.0 ,11 ,137.6 ,11 ,137.6 
Desconocido ,& ,- ,413 ,- ,0 ,- ,85 ,- ,85 ,- 
Total ,,1960170 ,19397 ,989.6 ,448 ,22.9 ,1813 ,92.5 ,1809 ,92.3 
