Comuna,NO,Poblacion,Tasa
Antartica ,- ,137 ,"0,0 "
Cabo de Hornos ,5 ,1983 ,"252,1 "
Laguna Blanca ,- ,264 ,"0,0 "
Natales ,- ,23782 ,"4,2 "
Porvenir ,- ,7323 ,"0,0 "
Primavera ,- ,694 ,"0,0 "
Punta Arenas ,29 ,141984 ,"20,4 "
Rio Verde ,- ,211 ,"0,0 "
San Gregorio ,- ,681 ,"0,0 "
Timauke ,- ,282 ,"0,0 "
Torres del Paine ,- ,1021 ,"0,0 "
Total ,35 ,178362 ,"19,6 "
