Comuna,Poblacion,NumerodeCasosConfirmados,Tasaincidenciaacumulada,NumerodeCasosActuales,TasadeIncidenciaActual,NumerodeCasosActivos,TasadeIncidenciaActivos
Arica ,& 247552 ,6577 ,2656.8 ,644 ,260.1 ,643 ,259.7 
Camarones ,1233 ,27 ,2189.8 ,3 ,243.3 ,3 ,243.3 
General Lagos ,810 ,62 ,7654.3 ,8 ,987.7 ,8 ,987.7 
Putre ,2515 ,49 ,1948.3 ,2 ,79.5 ,2 ,79.5 
Desconocido ,& - ,25 ,- ,6 ,- ,6 ,- 
Total ,252110 ,6740 ,2673.4 ,663 ,263.0 ,662 ,262.6 
