,,
06-06-20 ,4581 ,5656 
07-06-20 ,3502 ,4946 
08-06-20 ,7758 ,6615 
09-06-20 ,7258 ,5387 
10-06-20 ,6978 ,5673 
11-06-20 ,6411 ,5050 
12-06-20 ,6156 ,5707 
13-06-20 ,4132 ,5294 
14-06-20 ,3208 ,4705 
15-06-20 ,7115 ,5852 
16-06-20 ,6750 ,5218 
17-06-20 ,6283 ,4904 
18-06-20 ,6140 ,5006 
19-06-20 ,6081 ,5000 
20-06-20 ,3559 ,4748 
21-06-20 ,2709 ,3873 
22-06-20 ,6367 ,4611 
23-06-20 ,5499 ,4161 
24-06-20 ,5455 ,3880 
25-06-20 ,5095 ,3487 
26-06-20 ,5015 ,3542 
27-06-20 ,3364 ,2961 
28-06-20 ,2565 ,2483 
29-06-20 ,2353 ,2112 
30-06-20 ,4706 ,1999 
01-07-20 ,4553 ,1601 
02-07-20 ,3216 ,855 
03-07-20 ,1833 ,501 
04-07-20 ,98 ,81 
