Comuna,Poblacion,NumerodeCasosConfirmados,Tasaincidenciaacumulada,NumerodeCasosActuales,TasadeIncidenciaActual,NumerodeCasosActivos,TasadeIncidenciaActivos
Alto Hospicio ,& 129999 ,3214 ,2472.3 ,200 ,153.8 ,200 ,153.8 
Camina ,1375 ,59 ,4290.9 ,2 ,145.5 ,2 ,145.5 
Colchane ,1583 ,98 ,6190.8 ,2 ,126.3 ,2 ,126.3 
Huara ,3000 ,159 ,5300.0 ,10 ,333.3 ,10 ,333.3 
Iquique ,& 223463 ,5922 ,2650.1 ,299 ,133.8 ,299 ,133.8 
Pica ,5958 ,366 ,6143.0 ,43 ,721.7 ,42 ,704.9 
Pozo Almonte ,& 17395 ,919 ,5283.1 ,54 ,310.4 ,53 ,304.7 
Desconocido ,& -- ,443 ,- ,22 ,- ,22 ,- 
Total ,382773 ,11180 ,2920.8 ,632 ,165.1 ,630 ,164.6 
