Comuna,Poblacion,NumerodeCasosConfirmados,Tasaincidenciaacumulada,NumerodeCasosActuales,TasadeIncidenciaActual,NumerodeCasosActivos,TasadeIncidenciaActivos
Arica ,& 247552 ,8134 ,3285.8 ,365 ,147.4 ,363 ,146.6 
Camarones ,& 1233 ,27 ,2189.8 ,O ,0.0 ,O ,0.0 
General Lagos ,810 ,64 ,7901.2 ,O ,0.0 ,O ,0.0 
Putre ,& 2515 ,63 ,2505.0 ,3 ,119.3 ,3 ,119.3 
Desconocido ,& - ,32 ,- ,6 ,- ,6 ,- 
Total ,252110 ,8320 ,3300.1 ,374 ,148.3 ,372 ,147.6 
