Region,Poblacion,Confirmados,Tasaincidencia
Antartica ,137 ,- ,"0,0 "
Cabo de Hornos ,1.983 ,10 ,"504,3 "
Laguna Blanca ,264 ,- ,"0,0 "
Natales ,23.782 ,5 ,"21,0 "
Porvenir ,7.323 ,- ,"41,0 "
Primavera ,694 ,- ,"0,0 "
Punta Arenas ,141.984 ,203 ,"143,0 "
Rio Verde ,211 ,- ,"0,0 "
San Gregorio ,681 ,- ,"0,0 "
Timaukel ,282 ,- ,"0,0 "
Torres del Paine ,1.021 ,- ,"0,0 "
Total ,178.362 ,221 ,"123,9 "
