22-02-20,0,1
23-02-20 ,0 ,1 
24-02-20 ,0 ,5 
25-02-20 ,0 ,14 
26-02-20 ,0 ,1 
27-02-20 ,0 ,3 
28-02-20 ,1 ,4 
29-02-20 ,O ,O 
01-03-20 ,0 ,9 
02-03-20 ,1 ,8 
03-03-20 ,1 ,9 
04-03-20 ,2 ,6 
05-03-20 ,4 ,32 
06-03-20 ,2 ,15 
07-03-20 ,2 ,14 
08-03-20 ,6 ,24 
09-03-20 ,2 ,35 
10-03-20 ,11 ,64 
11-03-20 ,16 ,51 
12-03-20 ,13 ,70 
13-03-20 ,25 ,117 
14-03-20 ,50 ,153 
15-03-20 ,50 ,177 
16-03-20 ,87 ,280 
17-03-20 ,149 ,254 
18-03-20 ,111 ,271 
19-03-20 ,151 ,296 
20-03-20 ,174 ,355 
21-03-20 ,169 ,310 
22-03-20 ,157 ,303 
23-03-20 ,211 ,390 
24-03-20 ,285 ,333 
25-03-20 ,359 ,346 
26-03-20 ,379 ,346 
27-03-20 ,388 ,358 
28-03-20 ,285 ,326 
29-03-20 ,301 ,289 
30-03-20 ,381 ,392 
31-03-20 ,359 ,340 
01-04-20 ,354 ,476 
02-04-20 ,445 ,394 
03-04-20 ,427 ,401 
04-04-20 ,333 ,386 
05-04-20 ,261 ,360 
06-04-20 ,520 ,481 
07-04-20 ,557 ,443 
08-04-20 ,491 ,413 
09-04-20 ,463 ,456 
10-04-20 ,270 ,474 
11-04-20 ,325 ,377 
12-04-20 ,246 ,407 
