1519anos,5296,5995
20 24 anos ,14099 ,14031 
25 29 anos ,22494 ,21920 
30 34 anos ,23037 ,20450 
35 39 anos ,18990 ,16363 
40 44 anos ,15964 ,13794 
45 49 anos ,15516 ,14429 
50 54 anos ,14737 ,13689 
55 59 anos ,13881 ,12406 
60 64 anos ,10328 ,8768 
65 69 anos ,6563 ,5806 
70 74 anos ,4598 ,4380 
75 79 anos ,3132 ,3332 
80 y mas anos ,3797 ,5935 
