6.0,O0O,1,3,338021
,O 0 0 ,0 ,0 ,0 O 0 0 0 0 
0.0 ,O 0 O ,0 ,O ,0 O 0 0 0 O 
,O O 6 ,34 ,17 ,24 8 11 3 2 13 
,0 0 O ,0 ,O ,0 0 0 0 0 1 
68.5 ,0 0 0 ,0 ,2 ,O O O 0 0 3 
0.0 ,O O O ,0 ,O ,1 O O 1 O O 
19.6 ,O 0 1 ,16 ,16 ,17 14 14 20 17 19 
,0 0 0 ,1 ,2 ,1 0 0 0 0 O 
15.3 ,O 0 0 ,9 ,11 ,12 7 9 1 4 15 
19.7 ,0 0 O ,0 ,O ,1 0 0 0 0 O 
4.5 ,0 0 O ,O ,5 ,0 1 1 1 2 4 
,,,,
,,,,
