Region,Poblacion,Confirmados,Tasaincidencia
Antofagasta ,425.725 ,60 ,"14,1 "
Calama ,190.336 ,8 ,"4,2 "
Maria Elena ,6.814 ,- ,"0,0 "
Mejillones ,14.776 ,- ,"13,5 "
Ollague ,287 ,- ,"0,0 "
San Pedro de Atacama ,10.434 ,4 ,"38,3 "
Sierra Gorda ,1.746 ,- ,"0,0 "
Taltal ,13.657 ,- ,"7,3 "
Tocopilla ,28.079 ,- ,"7,1 "
,,,
Total ,691.854 ,77 ,"11,1 "
