08-jun,3913,142759
09-jun ,5737 ,148496 
10-jun ,5596 ,154092 
11-jun ,6754 ,160846 
12-jun ,6509 ,167355 
13-jun ,6938 ,174293 
14-jun ,5143 ,179436 
