Comuna,Poblacion,NumerodeCasosConfirmados,Tasaincidenciaacumulada,NumerodeFallecidos,TasadeMortalidad,NumerodeCasosActuales,TasadeIncidenciaActual,NumerodeCasosActivos,TasadeIncidenciaActivos
Arica ,& 247552 ,3882 ,1568.2 ,43 ,17.4 ,987 ,398.7 ,981 ,396.3 
Camarones ,1233 ,13 ,1054.3 ,0 ,0.0 ,7 ,567.7 ,7 ,567.7 
General Lagos ,810 ,1 ,123.5 ,0 ,0.0 ,1 ,123.5 ,1 ,123.5 
Putre ,& 2515 ,36 ,1431.4 ,O ,0.0 ,7 ,278.3 ,7 ,278.3 
Desconocido ,& - ,6 ,- ,0 ,- ,4 ,- ,4 ,
Total ,252110 ,3938 ,1562.0 ,43 ,17.1 ,1006 ,399.0 ,1000 ,396.7 
