,,,,,,,73,00,0,2,162,4,5,2,5,1,0,1,4,21,1,5,0,0,3
,,,,,,,,,,,,,,,,,2661 ,2941 ,2222 ,1903 ,1851 ,1974 ,1358 ,1063 ,491 
