Papudo,&,6201,75,1209.5,1,16.1,5,80.6,5,80.6
Petorca ,& ,10558 ,75 ,710.4 ,1 ,9.5 ,7 ,66.3 ,7 ,66.3 
Puchuncavi ,& ,20071 ,153 ,762.3 ,4 ,19.9 ,13 ,64.8 ,13 ,64.8 
Putaendo ,& ,17645 ,194 ,1099.5 ,3 ,17.0 ,25 ,141.7 ,25 ,141.7 
Quillota ,& ,97572 ,1335 ,1368.2 ,26 ,26.6 ,178 ,182.4 ,177 ,181.4 
Quilpue ,& ,167085 ,1408 ,842.7 ,28 ,16.8 ,199 ,119.1 ,196 ,117.3 
Quintero ,& ,36135 ,352 ,974.1 ,7 ,19.4 ,37 ,102.4 ,37 ,102.4 
Rinconada ,& ,11263 ,159 ,1411.7 ,4 ,35.5 ,18 ,159.8 ,18 ,159.8 
San Antonio ,& ,96761 ,1143 ,1181.3 ,30 ,31.0 ,75 ,77.5 ,75 ,77.5 
San Esteban ,& ,20643 ,194 ,939.8 ,2 ,9.7 ,33 ,159.9 ,33 ,159.9 
San Felipe ,& ,83494 ,1014 ,1214.5 ,22 ,26.3 ,71 ,85.0 ,70 ,83.8 
Santa Maria ,& ,16367 ,196 ,1197.5 ,4 ,24.4 ,20 ,122.2 ,20 ,122.2 
Santo Domingo ,,11934 ,140 ,1173.1 ,1 ,8.4 ,7 ,58.7 ,7 ,58.7 
Valparaiso ,& ,315732 ,3506 ,1110.4 ,75 ,23.8 ,425 ,134.6 ,425 ,134.6 
Villa Alemana ,& ,139310 ,1308 ,938.9 ,14 ,10.0 ,159 ,114.1 ,159 ,114.1 
Vina del Mar ,& ,361371 ,3337 ,923.4 ,78 ,21.6 ,348 ,96.3 ,347 ,96.0 
Zapallar ,& ,7994 ,61 ,763.1 ,2 ,25.0 ,14 ,175.1 ,14 ,175.1 
Desconocido ,& ,- ,398 ,- ,0 ,- ,95 ,- ,95 ,- 
,,,,,,,,,,
