MetropolitanadeSantiago,43.4
De Tarapaca ,22.8 
De Antofagasta ,21.0 
Chile ,19.6 
De Magallanes de La Antartica Chilena ,7.4 
De Valparaiso ,6.9 
De Arica Y Parinacota ,6.4 
Del Libertador Gral Bernardo O'Higgins ,5.3 
De Nuble ,4.0 
De La Araucania ,3.3 
Del Maule ,2.6 
Del Biobio ,2.0 
De Coquimbo ,1.9 
De Los Rios ,1.5 
De Los Lagos ,1.5 
De Aisen Del Gral C lbanez Del Campo ,1.1 
De Atacama ,0.4 
