SagradaFamilia,19469,139,714.0,7,36.0,7,36.0
San Clemente ,& 46292 ,750 ,1620.2 ,96 ,207.4 ,96 ,207.4 
San Javier ,49451 ,601 ,1215.3 ,45 ,91.0 ,45 ,91.0 
San Rafael ,9959 ,195 ,1958.0 ,12 ,120.5 ,12 ,120.5 
Talca ,& 236724 ,2776 ,1172.7 ,261 ,110.3 ,261 ,110.3 
Teno ,30850 ,384 ,1244.7 ,37 ,119.9 ,37 ,119.9 
Vichuquen ,4381 ,6 ,137.0 ,O ,0.0 ,0 ,0.0 
Villa Alegre ,17512 ,189 ,1079.3 ,12 ,68.5 ,12 ,68.5 
Yerbas Buenas ,19200 ,188 ,979.2 ,10 ,52.1 ,10 ,52.1 
Desconocido ,& - ,7 ,- ,2 ,- ,2 ,- 
Total ,1131939 ,13463 ,1189.4 ,1153 ,101.9 ,1152 ,101.8 
