Comuna,Poblacion,NumerodeCasosConfirmados,Tasaincidenciaacumulada,NumerodeFallecidos,TasadeMortalidad,NumerodeCasosActuales,TasadeIncidenciaActual,NumerodeCasosActivos,TasadeIncidenciaActivos
Arica ,& 247552 ,4874 ,1968.9 ,69 ,27.9 ,865 ,349.4 ,861 ,347.8 
Camarones ,1233 ,21 ,1703.2 ,0 ,0.0 ,6 ,486.6 ,6 ,486.6 
General Lagos ,810 ,1 ,123.5 ,O ,0.0 ,O ,0.0 ,O ,0.0 
Putre ,2515 ,40 ,1590.5 ,O ,0.0 ,1 ,39.8 ,1 ,39.8 
Desconocido ,& - ,11 ,- ,O ,- ,8 ,- ,8 ,- 
Total ,252110 ,4947 ,1962.2 ,69 ,27.4 ,880 ,349.1 ,876 ,347.5 
