3539anos,18754,16156
40 44 anos ,15730 ,13607 
45 49 anos ,15297 ,14264 
50 54 anos ,14529 ,13497 
55 59 anos ,13650 ,12269 
60 64 anos ,10193 ,8621 
65 69 anos ,6451 ,5706 
70 74 anos ,4515 ,4316 
75 79 anos ,3072 ,3255 
80 y mas anos ,3718 ,5837 
