Desconocido&,-,1,-,0,-,1,-,1,-,O,O0,0O,0,OO,OO,0,O,0,0,O
Total ,511551 ,3464 ,677.2 ,46 ,9.0 ,589 ,115.1 ,588 ,114.9 ,0 ,1 35 ,167 222 ,164 ,75 61 ,52 40 ,76 ,180 ,167 ,213 ,310 
