13-04-2020,547,70,5,568,70,
14-04-2020 ,488 ,57 ,1 ,502 ,57 ,4 
15-04-2020 ,617 ,60 ,3 ,572 ,60 ,1 
16-04-2020 ,567 ,65 ,1 ,586 ,65 ,
17-04-2020 ,571 ,62 ,3 ,542 ,62 ,3 
18-04-2020 ,530 ,38 ,2 ,441 ,38 ,1 
19-04-2020 ,511 ,35 ,2 ,331 ,35 ,1 
20-04-2020 ,922 ,148 ,13 ,609 ,148 ,
21-04-2020 ,686 ,106 ,5 ,618 ,106 ,4 
22-04-2020 ,786 ,81 ,4 ,711 ,81 ,3 
23-04-2020 ,841 ,71 ,4 ,731 ,71 ,7 
24-04-2020 ,1041 ,91 ,8 ,737 ,91 ,1 
25-04-2020 ,1039 ,61 ,12 ,512 ,61 ,3 
26-04-2020 ,1050 ,74 ,12 ,432 ,74 ,2 
27-04-2020 ,1689 ,83 ,21 ,1171 ,83 ,6 
28-04-2020 ,1624 ,138 ,24 ,1338 ,138 ,15 
29-04-2020 ,1630 ,171 ,20 ,1590 ,171 ,5 
30-04-2020 ,1956 ,135 ,22 ,1702 ,135 ,13 
01-05-2020 ,2816 ,52 ,59 ,1110 ,52 ,9 
02-05-2020 ,2560 ,88 ,48 ,1551 ,88 ,4 
03-05-2020 ,2711 ,85 ,48 ,1574 ,85 ,27 
04-05-2020 ,3691 ,195 ,51 ,2906 ,195 ,33 
05-05-2020 ,3321 ,303 ,44 ,3048 ,303 ,32 
06-05-2020 ,3344 ,290 ,52 ,3061 ,290 ,45 
07-05-2020 ,3552 ,263 ,32 ,3309 ,263 ,43 
08-05-2020 ,4036 ,326 ,53 ,3444 ,326 ,20 
09-05-2020 ,3825 ,162 ,43 ,2598 ,162 ,14 
10-05-2020 ,4219 ,110 ,67 ,2042 ,110 ,12 
11-05-2020 ,5145 ,464 ,70 ,5041 ,464 ,37 
12-05-2020 ,4605 ,360 ,59 ,4624 ,360 ,54 
13-05-2020 ,4131 ,261 ,67 ,4045 ,261 ,46 
14-05-2020 ,4026 ,323 ,84 ,4093 ,323 ,53 
15-05-2020 ,5183 ,441 ,94 ,3905 ,441 ,60 
16-05-2020 ,4540 ,463 ,68 ,3041 ,463 ,32 
17-05-2020 ,4509 ,205 ,83 ,2683 ,205 ,21 
18-05-2020 ,5800 ,314 ,150 ,5483 ,314 ,68 
19-05-2020 ,4914 ,529 ,124 ,5509 ,529 ,80 
20-05-2020 ,5710 ,753 ,178 ,5232 ,753 ,73 
21-05-2020 ,4517 ,270 ,154 ,3098 ,270 ,52 
22-05-2020 ,5502 ,387 ,174 ,5656 ,387 ,88 
23-05-2020 ,4993 ,198 ,204 ,3742 ,198 ,55 
24-05-2020 ,4533 ,145 ,207 ,3460 ,145 ,50 
25-05-2020 ,6216 ,315 ,453 ,6826 ,315 ,149 
26-05-2020 ,4734 ,289 ,397 ,6021 ,289 ,169 
27-05-2020 ,4909 ,290 ,453 ,5621 ,290 ,143 
28-05-2020 ,4959 ,338 ,571 ,4728 ,338 ,116 
29-05-2020 ,5150 ,310 ,648 ,5314 ,310 ,128 
30-05-2020 ,4818 ,198 ,728 ,3765 ,198 ,103 
31-05-2020 ,4419 ,107 ,750 ,3086 ,107 ,290 
01-06-2020 ,7036 ,279 ,1369 ,7226 ,279 ,977 
02-06-2020 ,4696 ,277 ,935 ,6243 ,277 ,1042 
03-06-2020 ,4482 ,293 ,953 ,5595 ,293 ,1008 
04-06-2020 ,4453 ,337 ,892 ,5682 ,337 ,1059 
05-06-2020 ,5125 ,230 ,1046 ,5356 ,230 ,1040 
06-06-2020 ,4469 ,105 ,938 ,3766 ,105 ,565 
07-06-2020 ,3948 ,80 ,880 ,2960 ,80 ,416 
08-06-2020 ,5270 ,308 ,1238 ,6342 ,308 ,1257 
09-06-2020 ,4089 ,298 ,940 ,5651 ,298 ,1239 
10-06-2020 ,4376 ,247 ,990 ,5408 ,247 ,1213 
11-06-2020 ,3879 ,247 ,932 ,4879 ,247 ,1247 
12-06-2020 ,4473 ,287 ,983 ,4646 ,287 ,1206 
13-06-2020 ,4109 ,154 ,905 ,3232 ,154 ,581 
14-06-2020 ,3673 ,63 ,835 ,2596 ,63 ,440 
