LoEspejo,&,103865,4172,4016.8,181,174.3,114,109.8,114,109.8
Lo Prado ,& ,104403 ,4776 ,4574.6 ,131 ,125.5 ,107 ,102.5 ,107 ,102.5 
Macul ,& ,134635 ,4840 ,3594.9 ,153 ,113.6 ,130 ,96.6 ,129 ,95.8 
Maipu ,& ,578605 ,14243 ,2461.6 ,370 ,63.9 ,379 ,65.5 ,374 ,64.6 
Maria Pinto ,,14926 ,358 ,2398.5 ,5 ,33.5 ,11 ,73.7 ,11 ,73.7 
Melipilla ,& ,141612 ,3764 ,2658.0 ,111 ,78.4 ,92 ,65.0 ,92 ,65.0 
Nunoa ,& ,250192 ,5321 ,2126.8 ,240 ,95.9 ,110 ,44.0 ,110 ,44.0 
Padre Hurtado ,& ,74188 ,2121 ,2859.0 ,49 ,66.0 ,87 ,117.3 ,87 ,117.3 
Paine ,& ,82766 ,1833 ,2214.7 ,42 ,50.7 ,51 ,61.6 ,51 ,61.6 
Pedro Aguirre Cerda ,& ,107803 ,4256 ,3947.9 ,199 ,184.6 ,105 ,97.4 ,105 ,97.4 
Penaflor ,& ,101058 ,2798 ,2768.7 ,108 ,106.9 ,89 ,88.1 ,88 ,87.1 
Penalolen ,& ,266798 ,11560 ,4332.9 ,306 ,114.7 ,254 ,95.2 ,253 ,94.8 
Pirque ,,30433 ,1081 ,3552.1 ,27 ,88.7 ,25 ,82.1 ,25 ,82.1 
Providencia ,& ,157749 ,3147 ,1994.9 ,148 ,93.8 ,92 ,58.3 ,92 ,58.3 
Pudahuel ,& ,253139 ,9559 ,3776.2 ,231 ,91.3 ,199 ,78.6 ,197 ,77.8 
Puente Alto ,& ,645909 ,22466 ,3478.2 ,542 ,83.9 ,456 ,70.6 ,455 ,70.4 
Quilicura ,& ,254694 ,8895 ,3492.4 ,144 ,56.5 ,188 ,73.8 ,188 ,73.8 
Quinta Normal ,& ,136368 ,5869 ,4303.8 ,168 ,123.2 ,187 ,137.1 ,186 ,136.4 
Recoleta ,& ,190075 ,8325 ,4379.9 ,298 ,156.8 ,157 ,82.6 ,155 ,81.5 
Renca ,& ,160847 ,8249 ,5128.5 ,233 ,144.9 ,280 ,174.1 ,279 ,173.5 
San Bernardo ,& ,334836 ,10883 ,3250.2 ,317 ,94.7 ,267 ,79.7 ,267 ,79.7 
San Joaquin ,& ,103485 ,4870 ,4706.0 ,150 ,144.9 ,105 ,101.5 ,105 ,101.5 
San Jose de Maipo ,& ,18644 ,646 ,3464.9 ,18 ,96.5 ,39 ,209.2 ,39 ,209.2 
San Miguel ,& ,133059 ,5054 ,3798.3 ,131 ,98.5 ,115 ,86.4 ,115 ,86.4 
San Pedro ,& ,11953 ,222 ,1857.3 ,4 ,33.5 ,5 ,41.8 ,5 ,41.8 
San Ramon ,& ,86510 ,4440 ,5132.4 ,155 ,179.2 ,88 ,101.7 ,88 ,101.7 
Santiago ,& ,503147 ,14648 ,2911.3 ,277 ,55.1 ,238 ,47.3 ,238 ,47.3 
Talagante ,& ,81838 ,1652 ,2018.6 ,60 ,73.3 ,76 ,92.9 ,76 ,92.9 
Tiltil ,,21477 ,559 ,2602.8 ,12 ,55.9 ,15 ,69.8 ,15 ,69.8 
Vitacura ,& ,96774 ,1499 ,1549.0 ,61 ,63.0 ,44 ,45.5 ,44 ,45.5 
Desconocido ,& ,- ,17035 ,- ,O ,- ,447 ,- ,447 ,- 
