Region,Poblacion,Confirmados,Tasaincidencia
Alto Hospicio ,129.999 ,6 ,"4,6 "
Camina ,1.375 ,- ,"0,0 "
Colchane ,1.583 ,- ,"0,0 "
Huara ,3.000 ,- ,"0,0 "
Iquique ,223.463 ,16 ,"7,2 "
Pica ,5.958 ,- ,"33,6 "
Pozo Almonte ,17.395 ,- ,"11,5 "
Total ,382.773 ,26 ,"6,8 "
