Region,Poblacion,Confirmados,Tasaincidencia
Alto Hospicio ,129.999 ,10 ,"7,7 "
Camina ,1.375 ,- ,"0,0 "
Colchane ,1.583 ,- ,"0,0 "
Huara ,3.000 ,- ,"0,0 "
Iquique ,223.463 ,18 ,"8,1 "
Pica ,5.958 ,5 ,"83,9 "
Pozo Almonte ,17.395 ,- ,"11,5 "
Total ,382.773 ,35 ,"9,1 "
