,Quilaco,,1,1
,Quilleco ,2 ,1 ,3 
,San Pedro de la Paz ,19 ,7 ,26 
,San Rosendo ,1 ,,1 
,Santa Barbara ,4 ,2 ,6 
,Santa Juana ,3 ,3 ,6 
,Talcahuano ,28 ,11 ,39 
,Tome ,5 ,11 ,16 
,Tucapel ,1 ,1 ,2 
,Yumbel ,2 ,2 ,4 
,Angol ,13 ,7 ,20 
,Carahue ,1 ,10 ,11 
,Cholchol ,,1 ,1 
,Collipulli Cunco ,4 2 ,1 7 ,5 9 
,Curacautin ,2 ,2 ,4 
,Ercilla ,3 ,1 ,4 
,Freire ,1 ,,1 
,Galvarino ,1 ,5 ,6 
,Gorbea ,1 4 ,3 4 ,4 8 
,Lautaro Loncoche ,1 ,5 ,6 
,Lonquimay ,2 ,,2 
,Nueva Imperial ,4 ,7 ,11 
Araucania ,Padre Las Casas ,5 ,5 ,10 
,Perquenco ,,1 ,1 
,Pitrufquen ,,2 ,2 
,Pucon ,,3 ,3 
,Puren ,1 ,4 ,5 
,Renaico ,2 ,2 ,4 
,Saavedra ,,1 ,1 
,Temuco ,30 ,37 ,67 
,Teodoro Schmidt ,2 ,3 ,5 
,Tolten ,2 ,1 ,3 
,Traiguen ,1 ,3 ,4 
,Victoria ,7 ,6 ,13 
,Vilcun ,2 ,4 ,6 
,Villarrica ,1 ,2 ,3 
,La Union ,4 ,3 ,7 
,Lago Ranco ,1 ,1 ,2 
,Lanco ,,3 ,3 
,Los Lagos ,1 ,1 ,2 
LOs Rios ,Mariquina Paillaco ,1 ,5 ,5 1 
,Panguipulli ,1 ,1 ,2 
,Rio Bueno Valdivia ,7 ,2 4 ,2 11 
,Ancud ,1 ,7 ,8 
,Calbuco ,4 ,,4 
,Castro ,,2 ,2 
,Chonchi ,,1 ,1 
,Dalcahue ,1 ,1 ,2 
LOs Lagos ,Fresia Frutillar ,2 ,2 4 ,4 4 
,Futaleufu ,,1 ,1 
,Hualaihue ,,1 ,2 
,Llanquihue ,1 ,1 ,9 
,Los Muermos ,5 ,4 ,3 
