Papudo,,6201,122,1967.4,5,80.6,5,80.6
Petorca ,& ,10558 ,156 ,1477.6 ,14 ,132.6 ,14 ,132.6 
Puchuncavi ,,20071 ,210 ,1046.3 ,10 ,49.8 ,10 ,49.8 
Putaendo ,,17645 ,255 ,1445.2 ,4 ,22.7 ,4 ,22.7 
Quillota ,& ,97572 ,2207 ,2261.9 ,130 ,133.2 ,127 ,130.2 
Quilpue ,& ,167085 ,2176 ,1302.3 ,131 ,78.4 ,130 ,77.8 
Quintero ,& ,36135 ,498 ,1378.2 ,28 ,77.5 ,28 ,77.5 
Rinconada ,,11263 ,176 ,1562.6 ,2 ,17.8 ,2 ,17.8 
San Antonio ,& ,96761 ,1616 ,1670.1 ,96 ,99.2 ,96 ,99.2 
San Esteban ,,20643 ,261 ,1264.4 ,11 ,53.3 ,11 ,53.3 
San Felipe ,& ,83494 ,1370 ,1640.8 ,45 ,53.9 ,45 ,53.9 
Santa Maria ,,16367 ,290 ,1771.9 ,11 ,67.2 ,11 ,67.2 
Santo Domingo ,,11934 ,175 ,1466.4 ,16 ,134.1 ,16 ,134.1 
Valparaiso ,& ,315732 ,5914 ,1873.1 ,451 ,142.8 ,449 ,142.2 
Villa Alemana ,& ,139310 ,2141 ,1536.9 ,145 ,104.1 ,145 ,104.1 
Vina del Mar ,& ,361371 ,5632 ,1558.5 ,448 ,124.0 ,445 ,123.1 
Zapallar ,,7994 ,114 ,1426.1 ,13 ,162.6 ,13 ,162.6 
Desconocido ,& ,- ,432 ,- ,45 ,- ,45 ,- 
Total ,,1960170 ,32749 ,1670.7 ,2242 ,114.4 ,2227 ,113.6 
