,,,,,,
21-05-2020 ,4520 ,267 ,153 ,3100 ,267 ,55 
22-05-2020 ,5520 ,368 ,170 ,5672 ,368 ,88 
23-05-2020 ,4999 ,197 ,204 ,3741 ,197 ,56 
24-05-2020 ,4537 ,143 ,205 ,3459 ,143 ,50 
25-05-2020 ,6234 ,305 ,455 ,6841 ,305 ,145 
26-05-2020 ,4739 ,285 ,396 ,6031 ,285 ,172 
27-05-2020 ,4920 ,277 ,455 ,5629 ,277 ,145 
28-05-2020 ,4967 ,329 ,573 ,4737 ,329 ,117 
29-05-2020 ,5158 ,303 ,647 ,5324 ,303 ,131 
30-05-2020 ,4818 ,195 ,724 ,3771 ,195 ,104 
31-05-2020 ,4420 ,104 ,748 ,3089 ,104 ,292 
01-06-2020 ,7061 ,263 ,1370 ,7251 ,263 ,975 
02-06-2020 ,4710 ,263 ,933 ,6251 ,263 ,1043 
03-06-2020 ,4506 ,271 ,948 ,5617 ,271 ,1001 
04-06-2020 ,4467 ,329 ,892 ,5697 ,329 ,1055 
05-06-2020 ,5133 ,220 ,1048 ,5369 ,220 ,1036 
06-06-2020 ,4472 ,101 ,942 ,3767 ,101 ,564 
07-06-2020 ,3958 ,76 ,875 ,2962 ,76 ,413 
08-06-2020 ,5295 ,289 ,1240 ,6359 ,289 ,1251 
09-06-2020 ,4101 ,278 ,937 ,5665 ,278 ,1236 
10-06-2020 ,4386 ,227 ,988 ,5410 ,227 ,1219 
11-06-2020 ,3888 ,238 ,936 ,4895 ,238 ,1249 
12-06-2020 ,4483 ,278 ,981 ,4656 ,278 ,1207 
13-06-2020 ,4116 ,149 ,905 ,3236 ,149 ,580 
14-06-2020 ,3675 ,62 ,833 ,2600 ,62 ,439 
15-06-2020 ,4695 ,278 ,1163 ,5803 ,278 ,1255 
16-06-2020 ,3977 ,309 ,945 ,5293 ,309 ,1113 
17-06-2020 ,3668 ,321 ,864 ,4809 ,321 ,1100 
18-06-2020 ,3783 ,354 ,904 ,4548 ,354 ,1151 
19-06-2020 ,3909 ,228 ,836 ,4493 ,228 ,1191 
20-06-2020 ,3678 ,124 ,903 ,2745 ,124 ,542 
21-06-2020 ,3031 ,86 ,774 ,2183 ,86 ,360 
22-06-2020 ,3722 ,159 ,978 ,4981 ,159 ,1300 
23-06-2020 ,3355 ,207 ,780 ,4206 ,207 ,1070 
24-06-2020 ,3104 ,187 ,754 ,4152 ,187 ,1084 
25-06-2020 ,2991 ,204 ,663 ,3795 ,204 ,1043 
26-06-2020 ,3118 ,156 ,690 ,3713 ,156 ,1047 
27-06-2020 ,2664 ,87 ,552 ,2636 ,87 ,529 
28-06-2020 ,2528 ,41 ,600 ,2113 ,41 ,338 
29-06-2020 ,2662 ,43 ,671 ,1942 ,43 ,368 
30-06-2020 ,2897 ,146 ,723 ,3934 ,146 ,873 
01-07-2020 ,3240 ,136 ,636 ,3640 ,136 ,981 
02-07-2020 ,2367 ,113 ,527 ,3365 ,113 ,900 
03-07-2020 ,2586 ,107 ,539 ,3361 ,107 ,812 
04-07-2020 ,2317 ,49 ,509 ,1685 ,49 ,349 
05-07-2020 ,2242 ,32 ,528 ,1631 ,32 ,277 
06-07-2020 ,2769 ,105 ,622 ,3543 ,105 ,765 
07-07-2020 ,2414 ,90 ,561 ,3260 ,90 ,798 
08-07-2020 ,2223 ,77 ,357 ,2783 ,77 ,777 
09-07-2020 ,2208 ,64 ,387 ,2937 ,64 ,677 
10-07-2020 ,2476 ,60 ,361 ,2584 ,60 ,628 
11-07-2020 ,1948 ,49 ,276 ,1722 ,49 ,306 
12-07-2020 ,1884 ,21 ,218 ,1349 ,21 ,196 
13-07-2020 ,2349 ,76 ,212 ,2943 ,76 ,611 
