DeTarapaca,28.6
Chile ,24.9 
De Valparaiso ,10.0 
De Magallanes de La Antartica Chilena ,8.5 
Del Libertador Gral Bernardo O Higgins ,8.1 
De Arica Y Parinacota ,7.6 
De Maule ,5.0 
De Nuble ,5.0 
De La Araucania ,3.7 
Del Biobio ,2.9 
De Coquimbo ,2.4 
De Atacama ,2.1 
De Los Lagos ,1.8 
De Los Rios ,1.6 
De Aisen Del Gral C lbanez Del Campo ,I 1.1 
