13-04-20,625,615
14-04-20 ,556 ,541 
15-04-20 ,635 ,673 
16-04-20 ,651 ,615 
17-04-20 ,620 ,638 
18-04-20 ,482 ,569 
19-04-20 ,361 ,538 
20-04-20 ,785 ,1096 
21-04-20 ,726 ,790 
22-04-20 ,797 ,864 
23-04-20 ,780 ,886 
24-04-20 ,807 ,1121 
25-04-20 ,583 ,1122 
26-04-20 ,502 ,1114 
27-04-20 ,1237 ,1767 
28-04-20 ,1468 ,1759 
29-04-20 ,1774 ,1842 
30-04-20 ,1843 ,2121 
01-05-20 ,1143 ,2873 
02-05-20 ,1648 ,2666 
03-05-20 ,1683 ,2815 
04-05-20 ,3159 ,3941 
05-05-20 ,3407 ,3643 
06-05-20 ,3410 ,3676 
07-05-20 ,3605 ,3799 
08-05-20 ,3830 ,4432 
09-05-20 ,2768 ,4013 
10-05-20 ,2191 ,4354 
11-05-20 ,5574 ,5668 
12-05-20 ,5036 ,4975 
13-05-20 ,4380 ,4453 
14-05-20 ,4498 ,4446 
15-05-20 ,4362 ,5677 
16-05-20 ,3533 ,5056 
17-05-20 ,2922 ,4790 
18-05-20 ,5871 ,6222 
19-05-20 ,6125 ,5539 
20-05-20 ,6046 ,6616 
21-05-20 ,3415 ,4896 
22-05-20 ,6094 ,6011 
23-05-20 ,4007 ,5382 
24-05-20 ,3653 ,4853 
25-05-20 ,7270 ,6931 
26-05-20 ,6424 ,5414 
27-05-20 ,6058 ,5641 
28-05-20 ,5184 ,5876 
29-05-20 ,5759 ,6110 
30-05-20 ,4028 ,5694 
31-05-20 ,3490 ,5266 
01-06-20 ,8480 ,8449 
02-06-20 ,7538 ,5852 
03-06-20 ,7031 ,5649 
04-06-20 ,7172 ,5634 
05-06-20 ,6738 ,6361 
